Gender;Umur;Jurusan/Program Studi;Jam Belajar per Hari;Jam Tidur per Hari;IPK;Jumlah Tugas Besar per Minggu;Frekuensi Olahraga;Pemasukan Keluarga;Status Hubungan;Label
Laki-laki;19;Teknik Informatika;7;4;0,190972222;4;Kadang;Tinggi;Jomblo;Risiko Stres
Perempuan;21;Ekonomi;5;6;03.04;0;Kadang;Sedang;Jomblo;Sehat
Perempuan;22;Ekonomi;2;3;03.00;1;Kadang;Rendah;Jomblo;Sehat
Laki-laki;25;Desain Komunikasi Visual;3;6;02.33;0;Jarang;Sedang;Jomblo;Sehat
Perempuan;24;Sistem Informasi;6;5;03.41;1;Kadang;Sedang;Jomblo;Sehat
Laki-laki;18;Sistem Informasi;5;3;02.58;5;Sering;Tinggi;Jomblo;Risiko Stres
Perempuan;22;Kedokteran;5;9;02.57;3;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;24;Kedokteran;4;9;02.48;0;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;24;Sistem Informasi;3;8;0,177083333;3;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;25;Desain Komunikasi Visual;1;4;0,176388889;0;Kadang;Tinggi;Jomblo;Sehat
Perempuan;21;Desain Komunikasi Visual;3;6;03.26;1;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;24;Kedokteran;3;8;0,149305556;1;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;25;Psikologi;7;8;03.34;0;Sering;Tinggi;Jomblo;Sehat
Laki-laki;24;Desain Komunikasi Visual;7;7;03.21;5;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;18;Sistem Informasi;7;6;0,140972222;1;Kadang;Rendah;Jomblo;Sehat
Perempuan;18;Ekonomi;6;8;0,136111111;2;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;23;Desain Komunikasi Visual;3;7;0,136805556;2;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;22;Desain Komunikasi Visual;6;8;03.18;3;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;20;Psikologi;5;4;03.03;2;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;25;Kedokteran;7;5;02.09;2;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;19;Desain Komunikasi Visual;5;7;0,190277778;5;Jarang;Sedang;Jomblo;Sehat
Perempuan;25;Hukum;7;5;02.17;5;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;20;Teknik Informatika;2;6;0,13125;4;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;22;Sistem Informasi;6;4;0,141666667;4;Sering;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;19;Hukum;6;7;02.03;5;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;20;Kedokteran;1;6;0,134027778;4;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;23;Ekonomi;4;8;02.55;5;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;19;Teknik Informatika;3;9;03.01;4;Sering;Rendah;Dalam hubungan;Sehat
Laki-laki;18;Hukum;1;3;0,129861111;1;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;20;Teknik Informatika;6;6;03.45;5;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;25;Sistem Informasi;1;5;03.02;3;Sering;Sedang;Jomblo;Sehat
Perempuan;19;Kedokteran;2;4;02.26;3;Kadang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;23;Desain Komunikasi Visual;4;4;03.05;5;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;25;Ekonomi;6;6;02.02;2;Sering;Sedang;Jomblo;Sehat
Perempuan;24;Kedokteran;6;8;0,172222222;3;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;19;Teknik Informatika;3;3;0,184722222;2;Sering;Rendah;Dalam hubungan;Sehat
Laki-laki;19;Hukum;7;5;0,127777778;3;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;23;Sistem Informasi;4;6;0,184027778;0;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;24;Sistem Informasi;2;6;03.59;0;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;20;Kedokteran;5;9;0,183333333;5;Sering;Sedang;Jomblo;Sehat
Perempuan;21;Desain Komunikasi Visual;1;4;03.33;3;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;20;Hukum;3;5;02.47;1;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;24;Desain Komunikasi Visual;6;3;0,179861111;2;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;22;Desain Komunikasi Visual;5;4;02.37;3;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;25;Hukum;2;6;02.43;5;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;23;Teknik Informatika;4;4;02.54;2;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;20;Kedokteran;1;4;0,125694444;4;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;19;Kedokteran;3;7;03.03;5;Kadang;Rendah;Jomblo;Sehat
Laki-laki;23;Psikologi;6;4;03.43;3;Kadang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;18;Kedokteran;6;8;0,184027778;1;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;24;Sistem Informasi;5;4;02.18;4;Jarang;Tinggi;Jomblo;Risiko Stres
Perempuan;25;Teknik Informatika;5;8;0,188194444;5;Sering;Rendah;Jomblo;Sehat
Perempuan;20;Hukum;1;5;0,183333333;3;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;23;Kedokteran;4;4;02.11;0;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Teknik Informatika;2;3;0,133333333;3;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;20;Kedokteran;7;8;0,16875;0;Jarang;Sedang;Jomblo;Sehat
Perempuan;23;Hukum;4;8;03.22;0;Jarang;Sedang;Jomblo;Sehat
Perempuan;19;Ekonomi;4;6;03.56;5;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Hukum;4;5;03.44;3;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Hukum;7;4;0,152083333;3;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;22;Hukum;1;9;02.08;0;Kadang;Sedang;Jomblo;Sehat
Laki-laki;23;Kedokteran;7;3;03.17;2;Sering;Tinggi;Jomblo;Sehat
Perempuan;20;Psikologi;1;6;02.01;4;Sering;Tinggi;Jomblo;Sehat
Perempuan;18;Hukum;7;5;03.21;1;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;24;Sistem Informasi;2;8;03.06;3;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;18;Sistem Informasi;4;3;03.17;4;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;21;Teknik Informatika;1;4;0,19375;4;Sering;Sedang;Jomblo;Sehat
Laki-laki;21;Psikologi;7;9;0,146527778;2;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;18;Teknik Informatika;2;7;03.05;4;Kadang;Sedang;Jomblo;Sehat
Laki-laki;23;Sistem Informasi;7;7;03.33;3;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;22;Desain Komunikasi Visual;6;5;0,193055556;5;Kadang;Tinggi;Jomblo;Risiko Stres
Perempuan;18;Sistem Informasi;2;9;03.43;5;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Ekonomi;4;3;02.33;4;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;25;Hukum;3;6;0,188194444;3;Sering;Rendah;Jomblo;Sehat
Perempuan;20;Desain Komunikasi Visual;4;3;03.34;3;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;22;Sistem Informasi;3;9;02.12;0;Sering;Sedang;Jomblo;Sehat
Laki-laki;19;Kedokteran;2;8;03.32;2;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;22;Kedokteran;6;7;0,178472222;1;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;19;Teknik Informatika;6;5;03.15;0;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;20;Desain Komunikasi Visual;1;4;0,132638889;1;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;20;Teknik Informatika;6;3;0,169444444;3;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;21;Hukum;5;7;03.57;5;Kadang;Rendah;Jomblo;Sehat
Laki-laki;23;Hukum;2;6;03.09;0;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Ekonomi;1;5;02.31;4;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;25;Psikologi;6;4;02.05;4;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;21;Teknik Informatika;2;3;03.48;1;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Hukum;4;6;0,167361111;3;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;21;Teknik Informatika;6;4;02.56;5;Sering;Sedang;Jomblo;Risiko Stres
Laki-laki;20;Hukum;7;8;0,134722222;1;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;22;Sistem Informasi;3;7;02.16;5;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Teknik Informatika;2;8;03.43;2;Jarang;Sedang;Jomblo;Sehat
Laki-laki;21;Sistem Informasi;1;7;02.01;5;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;19;Teknik Informatika;4;6;02.09;4;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;19;Psikologi;5;8;02.01;0;Sering;Rendah;Jomblo;Sehat
Perempuan;24;Ekonomi;4;7;03.29;0;Jarang;Sedang;Jomblo;Sehat
Laki-laki;23;Kedokteran;6;5;0,140972222;0;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;25;Kedokteran;3;6;02.06;5;Sering;Sedang;Jomblo;Sehat
Perempuan;20;Kedokteran;4;7;0,182638889;4;Kadang;Tinggi;Jomblo;Sehat
Perempuan;19;Sistem Informasi;5;3;02.39;5;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;18;Desain Komunikasi Visual;7;7;0,1375;3;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;22;Hukum;1;8;0,186111111;4;Sering;Tinggi;Jomblo;Sehat
Laki-laki;21;Kedokteran;2;5;0,142361111;4;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;23;Psikologi;3;4;03.11;5;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;25;Kedokteran;5;4;02.16;5;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;24;Teknik Informatika;6;7;03.58;0;Kadang;Rendah;Jomblo;Sehat
Perempuan;22;Sistem Informasi;6;4;0,142361111;4;Kadang;Tinggi;Jomblo;Risiko Stres
Perempuan;20;Desain Komunikasi Visual;6;7;03.06;0;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;23;Teknik Informatika;3;5;02.51;3;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;25;Desain Komunikasi Visual;4;4;0,141666667;2;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;21;Teknik Informatika;3;8;03.57;0;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;21;Teknik Informatika;6;8;0,190972222;5;Sering;Sedang;Jomblo;Sehat
Laki-laki;24;Ekonomi;7;3;02.12;1;Sering;Tinggi;Jomblo;Risiko Stres
Laki-laki;18;Ekonomi;5;7;0,168055556;2;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;24;Hukum;2;4;02.06;3;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;20;Sistem Informasi;2;8;03.01;5;Jarang;Tinggi;Jomblo;Sehat
Perempuan;23;Psikologi;3;9;02.58;2;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;23;Psikologi;6;5;03.23;5;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;19;Psikologi;1;5;0,132638889;0;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;18;Teknik Informatika;7;9;0,129861111;5;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;18;Ekonomi;3;9;02.08;3;Kadang;Sedang;Jomblo;Sehat
Perempuan;23;Sistem Informasi;6;3;02.29;1;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;23;Teknik Informatika;4;5;0,182638889;0;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;22;Desain Komunikasi Visual;2;5;04.00;0;Sering;Tinggi;Jomblo;Sehat
Perempuan;25;Ekonomi;2;4;03.56;3;Sering;Sedang;Jomblo;Sehat
Laki-laki;22;Ekonomi;7;7;02.57;3;Sering;Rendah;Jomblo;Risiko Stres
Perempuan;22;Kedokteran;2;6;02.08;2;Jarang;Sedang;Jomblo;Sehat
Laki-laki;18;Kedokteran;1;5;03.48;1;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;19;Sistem Informasi;6;5;0,190277778;5;Jarang;Sedang;Jomblo;Risiko Stres
Perempuan;21;Desain Komunikasi Visual;6;6;0,146527778;2;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;22;Sistem Informasi;7;5;0,170833333;5;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;19;Sistem Informasi;6;4;0,190972222;5;Sering;Sedang;Jomblo;Risiko Stres
Laki-laki;24;Teknik Informatika;7;4;0,177083333;5;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;20;Hukum;6;6;02.45;2;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;22;Sistem Informasi;1;8;02.02;0;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;24;Kedokteran;5;5;0,151388889;3;Sering;Tinggi;Jomblo;Sehat
Perempuan;21;Hukum;3;8;03.06;0;Jarang;Tinggi;Dalam hubungan;Sehat
Laki-laki;20;Teknik Informatika;3;5;02.04;1;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;20;Hukum;6;7;02.57;2;Sering;Sedang;Jomblo;Sehat
Perempuan;21;Psikologi;4;5;03.53;1;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;22;Desain Komunikasi Visual;2;4;0,148611111;3;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;18;Hukum;1;3;0,127083333;3;Sering;Tinggi;Jomblo;Risiko Stres
Perempuan;21;Sistem Informasi;4;9;03.25;4;Jarang;Tinggi;Jomblo;Sehat
Perempuan;21;Teknik Informatika;4;3;03.31;1;Sering;Sedang;Jomblo;Sehat
Laki-laki;21;Desain Komunikasi Visual;6;3;03.54;0;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;20;Sistem Informasi;1;3;02.31;1;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;25;Desain Komunikasi Visual;3;9;03.48;2;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;19;Kedokteran;2;8;03.02;3;Kadang;Sedang;Jomblo;Sehat
Perempuan;24;Psikologi;3;9;02.12;3;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;18;Kedokteran;4;8;03.55;1;Jarang;Sedang;Jomblo;Sehat
Perempuan;22;Sistem Informasi;2;9;0,136805556;1;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;22;Sistem Informasi;5;9;0,129166667;5;Kadang;Sedang;Jomblo;Sehat
Perempuan;24;Sistem Informasi;4;5;02.09;1;Kadang;Rendah;Jomblo;Sehat
Laki-laki;19;Ekonomi;3;8;0,13125;5;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;21;Psikologi;3;5;0,130555556;2;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;25;Desain Komunikasi Visual;6;7;0,168055556;2;Sering;Rendah;Dalam hubungan;Sehat
Perempuan;18;Sistem Informasi;3;5;02.25;0;Sering;Tinggi;Jomblo;Sehat
Perempuan;22;Sistem Informasi;1;3;0,190277778;1;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;24;Desain Komunikasi Visual;4;6;03.11;0;Jarang;Sedang;Jomblo;Sehat
Perempuan;23;Kedokteran;7;6;02.37;4;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;25;Kedokteran;7;4;02.26;2;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;24;Sistem Informasi;2;4;03.18;3;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;25;Teknik Informatika;3;5;03.27;5;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;22;Ekonomi;6;9;02.11;4;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;21;Kedokteran;6;9;02.49;3;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;23;Teknik Informatika;3;6;03.59;4;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;19;Ekonomi;1;3;02.01;0;Sering;Sedang;Jomblo;Sehat
Perempuan;18;Sistem Informasi;6;8;0,174305556;0;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;19;Psikologi;7;3;03.32;5;Sering;Sedang;Dalam hubungan;Risiko Stres
Laki-laki;19;Hukum;2;3;0,14375;2;Sering;Tinggi;Dalam hubungan;Sehat
Perempuan;24;Hukum;4;5;0,13125;5;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;25;Sistem Informasi;5;5;02.04;3;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;18;Kedokteran;1;7;0,170138889;4;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;18;Teknik Informatika;6;3;02.29;5;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;22;Psikologi;4;9;0,126388889;1;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;22;Desain Komunikasi Visual;5;9;03.14;1;Jarang;Sedang;Jomblo;Sehat
Perempuan;18;Ekonomi;3;3;02.49;2;Sering;Rendah;Dalam hubungan;Risiko Stres
Perempuan;23;Sistem Informasi;3;5;0,152083333;5;Kadang;Tinggi;Jomblo;Sehat
Perempuan;20;Psikologi;2;5;0,168055556;3;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;22;Psikologi;5;7;0,148611111;1;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;20;Kedokteran;3;7;03.09;2;Kadang;Tinggi;Jomblo;Sehat
Perempuan;24;Ekonomi;3;4;03.07;5;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;23;Psikologi;7;6;0,129861111;2;Sering;Sedang;Jomblo;Sehat
Laki-laki;18;Kedokteran;6;3;02.08;3;Sering;Tinggi;Jomblo;Risiko Stres
Perempuan;23;Teknik Informatika;2;9;0,142361111;1;Jarang;Rendah;Dalam hubungan;Sehat
Perempuan;22;Kedokteran;4;3;03.25;1;Kadang;Rendah;Dalam hubungan;Sehat
Perempuan;19;Teknik Informatika;3;7;02.57;1;Sering;Rendah;Jomblo;Sehat
Laki-laki;24;Teknik Informatika;7;7;0,190277778;0;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;18;Desain Komunikasi Visual;1;4;03.22;1;Jarang;Sedang;Jomblo;Sehat
Laki-laki;21;Desain Komunikasi Visual;1;6;02.08;4;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;24;Psikologi;4;4;03.29;0;Kadang;Sedang;Jomblo;Sehat
Perempuan;25;Kedokteran;5;9;0,138194444;5;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;20;Desain Komunikasi Visual;2;6;0,169444444;0;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;23;Teknik Informatika;7;8;03.14;0;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;18;Desain Komunikasi Visual;6;3;02.08;0;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;24;Ekonomi;7;4;02.35;2;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;23;Psikologi;1;7;0,175694444;4;Jarang;Sedang;Dalam hubungan;Sehat
Laki-laki;18;Kedokteran;1;4;03.13;3;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;22;Kedokteran;4;8;03.09;1;Jarang;Rendah;Jomblo;Sehat
Laki-laki;24;Hukum;5;4;02.14;0;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;22;Kedokteran;5;3;02.59;3;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;24;Psikologi;4;8;02.39;2;Kadang;Sedang;Jomblo;Sehat
Laki-laki;22;Ekonomi;7;7;03.11;3;Sering;Tinggi;Jomblo;Sehat
Perempuan;25;Kedokteran;1;7;0,136805556;0;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Hukum;7;5;02.31;5;Sering;Rendah;Jomblo;Risiko Stres
Laki-laki;21;Psikologi;7;8;03.29;4;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;24;Teknik Informatika;2;5;03.07;3;Jarang;Sedang;Jomblo;Risiko Stres
Perempuan;25;Sistem Informasi;1;5;02.55;0;Jarang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;24;Sistem Informasi;5;3;0,15;0;Sering;Sedang;Dalam hubungan;Sehat
Perempuan;22;Teknik Informatika;6;4;03.49;1;Sering;Tinggi;Dalam hubungan;Sehat
Laki-laki;18;Desain Komunikasi Visual;7;7;02.41;5;Kadang;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;24;Kedokteran;1;7;02.59;1;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;25;Sistem Informasi;7;4;0,13125;5;Sering;Tinggi;Jomblo;Risiko Stres
Laki-laki;22;Desain Komunikasi Visual;2;7;03.49;4;Sering;Rendah;Dalam hubungan;Sehat
Laki-laki;19;Sistem Informasi;3;4;0,172916667;1;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;22;Teknik Informatika;1;8;0,135416667;4;Sering;Sedang;Jomblo;Sehat
Laki-laki;23;Kedokteran;4;3;02.59;2;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;21;Kedokteran;3;3;0,179166667;2;Sering;Rendah;Dalam hubungan;Sehat
Laki-laki;19;Desain Komunikasi Visual;7;9;04.00;5;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;23;Teknik Informatika;4;3;03.34;5;Jarang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;23;Desain Komunikasi Visual;4;4;0,193055556;1;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;23;Kedokteran;4;9;03.32;2;Sering;Rendah;Jomblo;Sehat
Perempuan;18;Kedokteran;1;4;03.47;3;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;23;Psikologi;5;6;0,1375;3;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;18;Desain Komunikasi Visual;7;9;0,14375;3;Kadang;Tinggi;Dalam hubungan;Sehat
Laki-laki;23;Psikologi;3;7;02.29;2;Kadang;Rendah;Jomblo;Sehat
Perempuan;20;Teknik Informatika;2;7;0,170138889;3;Jarang;Rendah;Jomblo;Risiko Stres
Perempuan;25;Ekonomi;5;6;0,184722222;4;Kadang;Rendah;Jomblo;Sehat
Perempuan;19;Sistem Informasi;7;6;03.25;0;Kadang;Rendah;Dalam hubungan;Sehat
Laki-laki;20;Psikologi;1;3;0,13125;5;Sering;Tinggi;Dalam hubungan;Risiko Stres
Perempuan;23;Sistem Informasi;4;6;02.31;1;Sering;Rendah;Jomblo;Sehat
Perempuan;19;Hukum;2;4;02.53;4;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;19;Teknik Informatika;7;5;02.51;3;Jarang;Sedang;Dalam hubungan;Risiko Stres
Perempuan;24;Ekonomi;3;4;03.23;0;Sering;Rendah;Jomblo;Sehat
Laki-laki;21;Hukum;7;9;0,186805556;1;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;20;Hukum;5;6;02.01;4;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;21;Kedokteran;6;7;02.00;1;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;19;Hukum;5;4;03.02;5;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;18;Teknik Informatika;7;7;02.57;2;Kadang;Sedang;Dalam hubungan;Sehat
Laki-laki;19;Psikologi;2;4;0,177777778;3;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;21;Teknik Informatika;7;7;0,128472222;4;Kadang;Rendah;Jomblo;Risiko Stres
Perempuan;20;Psikologi;7;8;02.58;4;Jarang;Sedang;Jomblo;Risiko Stres
Perempuan;23;Hukum;1;4;02.54;0;Kadang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;24;Hukum;3;9;02.29;0;Jarang;Rendah;Jomblo;Risiko Stres
Laki-laki;24;Ekonomi;2;7;03.16;0;Jarang;Rendah;Jomblo;Sehat
Perempuan;24;Psikologi;7;5;02.34;1;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;23;Hukum;4;9;0,142361111;3;Kadang;Tinggi;Jomblo;Sehat
Laki-laki;24;Kedokteran;3;3;0,147222222;1;Kadang;Rendah;Jomblo;Sehat
Perempuan;20;Sistem Informasi;5;4;02.04;3;Kadang;Tinggi;Dalam hubungan;Risiko Stres
Laki-laki;23;Ekonomi;2;5;02.03;4;Sering;Tinggi;Jomblo;Risiko Stres
Perempuan;24;Teknik Informatika;5;3;03.04;1;Sering;Rendah;Jomblo;Sehat
Perempuan;23;Ekonomi;7;4;03.39;1;Jarang;Sedang;Jomblo;Risiko Stres
Laki-laki;21;Sistem Informasi;5;5;0,186111111;1;Jarang;Sedang;Jomblo;Sehat
Laki-laki;25;Psikologi;5;5;02.36;2;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;25;Teknik Informatika;1;9;02.21;5;Jarang;Tinggi;Jomblo;Risiko Stres
Laki-laki;20;Teknik Informatika;5;8;02.01;3;Kadang;Sedang;Dalam hubungan;Sehat
Perempuan;22;Psikologi;4;5;0,14375;3;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;18;Desain Komunikasi Visual;4;8;03.25;1;Jarang;Rendah;Jomblo;Sehat
Perempuan;24;Desain Komunikasi Visual;3;6;0,172222222;2;Jarang;Tinggi;Jomblo;Sehat
Laki-laki;18;Ekonomi;7;9;03.37;1;Sering;Sedang;Dalam hubungan;Sehat
Laki-laki;23;Hukum;6;7;02.42;3;Sering;Rendah;Dalam hubungan;Risiko Stres
Laki-laki;18;Desain Komunikasi Visual;5;9;0,147222222;5;Jarang;Sedang;Dalam hubungan;Sehat
Perempuan;20;Ekonomi;5;3;0,181944444;5;Kadang;Rendah;Jomblo;Risiko Stres
Laki-laki;20;Desain Komunikasi Visual;2;7;0,128472222;4;Jarang;Rendah;Dalam hubungan;Risiko Stres
Perempuan;19;Sistem Informasi;1;7;03.00;2;Sering;Rendah;Jomblo;Sehat
Laki-laki;25;Kedokteran;6;8;0,188888889;5;Kadang;Tinggi;Dalam hubungan;Sehat
Perempuan;24;Hukum;3;7;03.47;2;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Ekonomi;6;5;03.05;1;Sering;Tinggi;Jomblo;Sehat
Laki-laki;18;Kedokteran;5;8;02.05;4;Kadang;Sedang;Jomblo;Sehat
Laki-laki;22;Kedokteran;2;7;0,140972222;3;Jarang;Tinggi;Dalam hubungan;Sehat
Perempuan;19;Desain Komunikasi Visual;7;8;02.16;5;Sering;Tinggi;Jomblo;Risiko Stres
Perempuan;19;Psikologi;1;6;03.21;5;Kadang;Sedang;Jomblo;Sehat
Laki-laki;20;Sistem Informasi;7;8;02.21;0;Jarang;Sedang;Dalam hubungan;Risiko Stres
